
 DATA_TYPE BULLETIN IMS1.0:short
ISC Bulletin
Event 16957848 Kashmir-India border region

   Date       Time        Err   RMS Latitude Longitude  Smaj  Smin  Az Depth   Err Ndef Nsta Gap  mdist  Mdist Qual   Author      OrigID
1905/04/04 00:50:00                  33.0000   76.0000                  35.0                                       uk GUTE       1961921
 (Middlemiss (1910), Omori (1907a))
1905/04/04 00:50:00.00               33.0000   76.0000                   0.0                                          CENT      02318523
1905/04/04 00:49:59.48   0.85 4.447  32.6359   76.7878 20.64 9.839  32  20.0f        39   39 159  10.54  58.24 m i ke ISC       05951152
 (#PRIME)


Magnitude  Err Nsta Author      OrigID
MS     8.0          PAS        1961921
mB     8.1          ABE1      02318523
Ms     7.5          AN2       02318523
Mw     7.8          P&S       02318523
UK     8.0          GUTE      02318523
MS     7.8 0.2    3 ISC       05951152

Sta     Dist  EvAz Phase        Time      TRes  Azim AzRes   Slow   SRes Def   SNR       Amp   Per Qual Magnitude    ArrID
GTT    51.20 312.6 P        00:58:55      -6.3                           T__          2500.0  4.00  __            57737084
GTT    51.20 312.6 S        01:06:08     -10.5                           ___        100000.0 15.00  _i                2296
GTT    51.20 312.6 M        01:19:00                                     ___        200000.0 10.00  __                2299
GTT    51.20 312.6 M        01:19:00                                     ___        300000.0 10.00  __                2300
GTT    51.20 312.6 M        01:22:00                                     ___        350000.0 10.00  __ MS     7.7     2301
GTT    51.20 312.6 M        01:22:00                                     ___        350000.0 10.00  __ MS     7.7     2302
TOK    51.40  68.1 P        00:59:08       5.1                           T__                        __            11406657
TOK    51.40  68.1 S        01:06:25       3.4                           T__                        __            11406658
FIR    51.45 302.5 P        00:59:08       4.7                           T__                        __            11406655
FIR    51.45 302.5 S        01:06:24       1.9                           T__                        __            11406656
MIZ    51.58  63.5 P        00:59:08       3.7                           T__                        __            11406659
MIZ    51.58  63.5 S        01:06:28       4.0                           T__                        __            11406660
UCC    54.80 312.2 P        00:59:38      10.2                           ___                        __            11406661
UCC    54.80 312.2 S        01:07:08       0.5                           T__                        __            11406662
EDI    58.24 319.3 P        01:01:00      67.8                           ___                        __            11406664
EDI    58.24 319.3 S        01:08:00       7.1                           T__                        __            11406665
SHID   58.33 313.0 P        01:01:00      67.1                           ___                        __            11406663
COI    66.47 303.7 P        01:01:18      30.4                           ___                        __            11406666
COI    66.47 303.7 S        01:09:12     -25.0                           ___                        __            11406667
WAS   104.79 339.1 PP       01:08:25       1.7                           ___                        __            11406668
CLH   104.88 338.9 PP       01:08:39      15.0                           ___                        __            11406669
HON   105.04  52.1 P        01:08:36                                     ___                        __            11406670
API   115.27  90.6 P        01:01:36                                     ___                        _e               81257
API   115.27  90.6 S        01:19:18                                     ___         40000.0 17.00  _e               81258
API   115.27  90.6 S        01:19:18                                     ___         45000.0 17.00  _e               81259
API   115.27  90.6 L        01:40:00                                     ___        325000.0 44.00  __               81260
API   115.27  90.6 L        01:40:00                                     ___        325000.0 44.00  __               81261
API   115.27  90.6 M        01:50:00                                     ___        375000.0 27.00  __ MS     7.9    81262
API   115.27  90.6 M        01:50:00                                     ___        275000.0 27.00  __ MS     7.7    81263
CHR   115.52 126.7 PP       01:10:00      17.7                           ___                        __            11406671
CHR   115.52 126.7 SS       01:25:54      13.4                           ___                        __            11406672
TAC   128.11 355.2 PP       01:11:25      18.2                           ___                        __            11406673
TAC   128.11 355.2 SS       01:28:03     -16.2                           ___                        __            11406674

STOP

International Seismological Centre
Pipers Lane, Thatcham, Berkshire
United Kingdom RG19 4NS
+44 (0)1635 861022, voice; +44 (0)1635 872351, fax
admin@isc.ac.uk, e-mail

